Nombre,Tipo,Cantidad de libros,Cantidad de artículos,Cantidad de usuarios,Cantidad de proyectos,Cantidad de repositorios,Total
Squirrel,pl,0,0,1688,0,1513.0,3201.0
Gnuplot,pl,3,0,901,0,2276.0,3180.0
mavo,template,0,0,3155,0,0.0,3155.0
Extensible Linking Format,binaryExecutable,0,0,3145,0,0.0,3145.0
M4,pl,2,0,715,0,2405.0,3122.0
grep,pl,0,0,3115,0,0.0,3115.0
Cranelift,ir,0,0,3109,0,0.0,3109.0
Snowman,decompiler,0,0,3108,0,0.0,3108.0
flowchart.fun,textMarkup,0,0,3084,0,0.0,3084.0
Turtle,dataNotation,0,8,2930,0,137.0,3075.0
packagist-pm,packageManager,0,0,3055,0,0.0,3055.0
Notepad++,editor,0,0,3040,0,0.0,3040.0
gluon,pl,0,0,2999,0,0.0,2999.0
xBase,pl,8,0,425,0,2564.0,2997.0
oil,pl,0,0,2968,0,0.0,2968.0
vi,editor,0,0,2965,0,0.0,2965.0
Ini,dataNotation,0,0,2950,0,13.0,2963.0
Logo,pl,40,20,2895,0,0.0,2955.0
Jargon,pl,0,0,2955,0,0.0,2955.0
Emacs Lisp,pl,0,0,1645,0,1305.0,2950.0
DOODLE,pl,0,0,2945,0,0.0,2945.0
WebGL,library,6,0,2881,0,0.0,2887.0
P,pl,0,0,2884,0,0.0,2884.0
Luna,pl,0,0,2882,0,0.0,2882.0
Agda,pl,7,14,731,0,2120.0,2872.0
C--,pl,0,0,2861,0,0.0,2861.0
EDN,dataNotation,3,0,2840,0,0.0,2843.0
Office Open XML,xmlFormat,0,0,2820,0,0.0,2820.0
invokator,pl,0,0,2816,0,0.0,2816.0
Open Shading Language,pl,0,0,2806,0,0.0,2806.0
Gzip,binaryDataFormat,0,0,2796,0,0.0,2796.0
ML,pl,33,30,2725,6,0.0,2794.0
LilyPond,pl,0,0,731,0,2059.0,2790.0
Stencil,template,0,0,2785,0,0.0,2785.0
Vigil,esolang,0,0,2767,0,0.0,2767.0
COMTRAN,pl,0,0,2755,0,0.0,2755.0
mathics,pl,0,0,2746,0,0.0,2746.0
HLSL,pl,8,0,640,0,2093.0,2741.0
Basis Codec,binaryDataFormat,0,0,2728,0,0.0,2728.0
Hyperscript,template,0,0,2726,0,0.0,2726.0
MariaDB,queryLanguage,5,0,2710,0,0.0,2715.0
Flutter,framework,0,0,2690,0,0.0,2690.0
Metal,library,0,0,2595,0,79.0,2674.0
Pig Latin,queryLanguage,0,0,1326,0,1347.0,2673.0
OWL,xmlFormat,8,20,2435,0,199.0,2662.0
Impala,queryLanguage,1,0,2616,0,0.0,2617.0
Hjson,dataNotation,0,0,2593,0,0.0,2593.0
Please Build,pl,0,0,2587,0,0.0,2587.0
WebP,binaryDataFormat,0,0,2550,0,0.0,2550.0
TIScript,pl,0,0,2550,0,0.0,2550.0
mlir,ir,0,0,2460,0,84.0,2544.0
Raku,pl,5,0,16,0,2521.0,2542.0
Markwhen,textMarkup,0,0,2535,0,0.0,2535.0
Dafny,pl,1,11,2359,0,157.0,2528.0
Io,pl,2,2,461,0,2062.0,2527.0
XHTML,dataNotation,0,0,2525,0,0.0,2525.0
Koka,pl,0,0,2525,0,0.0,2525.0
Eiffel,pl,10,12,1583,0,913.0,2518.0
Gopher,protocol,0,0,2495,0,0.0,2495.0
chevrotain,library,0,0,2487,0,0.0,2487.0
beef-lang,pl,0,0,2344,0,137.0,2481.0
Subversion,application,0,0,2476,0,0.0,2476.0
Video Graphics Array,standard,0,0,2475,0,0.0,2475.0
Apache Cassandra,database,0,0,2474,0,0.0,2474.0
jsil-compiler,compiler,0,0,2461,0,0.0,2461.0
BNF,grammarLanguage,0,0,2460,0,0.0,2460.0
Shapefile,binaryDataFormat,0,0,2455,0,0.0,2455.0
Factor,pl,0,2,2251,0,201.0,2454.0
Post Office Protocol,protocol,0,0,2425,0,0.0,2425.0
GNU Octave,pl,1,0,2406,0,0.0,2407.0
Project Jupyter,editor,0,0,2406,0,0.0,2406.0
XPath,queryLanguage,4,5,2395,0,0.0,2404.0
WDL,pl,0,0,1511,0,888.0,2399.0
InfiniBand,standard,0,0,2390,0,0.0,2390.0
WSDL,xmlFormat,2,3,2375,0,0.0,2380.0
Bun,vm,0,0,2378,0,0.0,2378.0
TreeSheets,visual,0,0,2372,0,0.0,2372.0
HeLang,pl,0,0,2366,0,0.0,2366.0
Ladder Logic,pl,0,0,2360,0,0.0,2360.0
nesC,pl,0,0,673,0,1669.0,2342.0
Ron,dataNotation,0,0,2340,0,0.0,2340.0
Rholang,contractLanguage,0,0,2325,13,0.0,2338.0
Autodesk Revit,application,0,0,2330,0,0.0,2330.0
DM,pl,1,0,201,0,2108.0,2310.0
MPS,grammarLanguage,1,0,2306,0,0.0,2307.0
Futhark,pl,0,0,2212,0,92.0,2304.0
Tiny C Compiler,compiler,0,0,2301,0,0.0,2301.0
LiveScript,pl,0,0,395,0,1905.0,2300.0
CLIPS,pl,0,3,651,0,1638.0,2292.0
Pygments,library,0,0,2288,0,0.0,2288.0
MAXScript,pl,3,0,201,0,2084.0,2288.0
FASTA,textDataFormat,0,0,2285,0,0.0,2285.0
Cython,pl,10,1,1571,0,698.0,2280.0
Advanced Message Queuing Protocol,protocol,0,0,2250,0,0.0,2250.0
souper,optimizingCompiler,0,0,2233,0,0.0,2233.0
Secure Scuttlebutt,protocol,0,0,2232,0,0.0,2232.0
dexvis,application,0,0,2225,0,0.0,2225.0
Fennel,pl,0,0,1989,0,207.0,2196.0
sed,pl,6,0,1865,0,322.0,2193.0
Korn shell,pl,0,0,2190,0,0.0,2190.0
SPARQL,queryLanguage,4,18,2165,0,0.0,2187.0
Jakt,pl,0,0,2182,0,0.0,2182.0
Opa,pl,2,0,2104,0,76.0,2182.0
SPARC,isa,5,0,2175,0,0.0,2180.0
POV-Ray SDL,pl,0,0,2169,0,3.0,2172.0
idyll,pl,0,0,2170,0,0.0,2170.0
hurl,application,0,0,2159,0,0.0,2159.0
NumPy,library,1,0,2156,0,0.0,2157.0
Ext4,filesystem,0,0,2145,0,0.0,2145.0
RISC-V,isa,0,0,2140,0,0.0,2140.0
FASTQ,textDataFormat,0,0,2140,0,0.0,2140.0
plot,template,0,0,2138,0,0.0,2138.0
skip,pl,1,0,2127,0,0.0,2128.0
BibTeX,application,0,0,2106,0,0.0,2106.0
asterius-compiler,compiler,0,0,2101,0,0.0,2101.0
HL7,pl,1,0,2086,0,0.0,2087.0
Smiles,textDataFormat,0,0,2085,0,0.0,2085.0
Thrift,idl,0,0,1626,0,447.0,2073.0
ASN.1,idl,0,0,2060,0,0.0,2060.0
RStudio,editor,0,0,2056,0,0.0,2056.0
SPARK,pl,22,30,1990,0,0.0,2042.0
tidyverse,library,0,0,2032,0,0.0,2032.0
Open Database Connectivity,protocol,0,0,2030,0,0.0,2030.0
SRL,queryLanguage,0,0,2027,0,0.0,2027.0
Malbolge,esolang,0,0,2025,0,0.0,2025.0
opam-pm,packageManager,0,0,2014,0,0.0,2014.0
WHOIS,protocol,0,0,2010,0,0.0,2010.0
Lamdu,pl,0,0,2004,0,0.0,2004.0
lamdu-editor,editor,0,0,2004,0,0.0,2004.0
erg,pl,0,0,1989,0,0.0,1989.0
YoptaScript,pl,0,0,1986,0,0.0,1986.0
Flix,pl,0,0,1983,0,0.0,1983.0
Kaggle,application,0,0,1981,0,0.0,1981.0
Rpm,packageManager,0,0,1976,0,0.0,1976.0
Wasp,pl,0,0,1972,0,0.0,1972.0
OpenNN,library,0,0,1968,0,0.0,1968.0
Modelica,pl,2,14,736,0,1208.0,1960.0
SGML,textMarkup,5,1,1940,0,0.0,1946.0
QBasic,pl,28,0,1910,0,0.0,1938.0
bpkg-pm,packageManager,0,0,1934,0,0.0,1934.0
Perl 6,pl,2,0,961,0,966.0,1929.0
OpenRC runscript,application,0,0,1928,0,0.0,1928.0
crush,pl,3,0,1919,0,0.0,1922.0
Reko,decompiler,0,0,1910,0,0.0,1910.0
AviSynth,editor,0,0,1902,0,0.0,1902.0
comby,grammarLanguage,0,0,1890,0,0.0,1890.0
ECL,pl,1,0,1653,0,234.0,1888.0
UCL,dataNotation,0,0,1861,0,0.0,1861.0
.dwg,binaryDataFormat,0,0,1860,0,0.0,1860.0
Roc,pl,0,0,1860,0,0.0,1860.0
Click,pl,0,0,1817,0,39.0,1856.0
leo-editor,editor,0,0,1851,0,0.0,1851.0
Literate Agda,pl,0,0,0,0,1840.0,1840.0
Xgboost,binaryDataFormat,0,0,1830,0,0.0,1830.0
PDP-11,computingMachine,0,0,1825,0,0.0,1825.0
tiledb,database,0,0,1824,0,0.0,1824.0
BBCode,textMarkup,0,0,1810,0,0.0,1810.0
Bro,pl,0,0,426,0,1383.0,1809.0
haste,pl,0,0,1794,0,0.0,1794.0
Ternary numeral system,notation,0,0,1785,0,0.0,1785.0
Up-arrow notation,notation,0,0,1765,0,0.0,1765.0
Gentoo Ebuild,pl,0,0,286,0,1476.0,1762.0
Xtend,pl,3,0,321,0,1438.0,1762.0
MQL5,pl,6,0,480,0,1273.0,1759.0
Pandas,library,3,0,1406,341,0.0,1750.0
PowerBuilder,pl,36,0,965,0,747.0,1748.0
zz,pl,0,0,1739,0,0.0,1739.0
TLA,pl,3,0,1055,0,680.0,1738.0
Wolfram Mathematica,editor,0,0,1730,0,0.0,1730.0
LOLCODE,esolang,0,0,1486,0,235.0,1721.0
femtolisp,pl,0,0,1719,0,0.0,1719.0
Xtext,grammarLanguage,3,0,1713,0,0.0,1716.0
Swallow,pl,0,0,1708,0,0.0,1708.0
Z notation,notation,0,0,1705,0,0.0,1705.0
CSON,dataNotation,0,0,1682,0,16.0,1698.0
GeoJSON,jsonFormat,0,0,1696,0,0.0,1696.0
Logica,queryLanguage,1,0,1691,0,0.0,1692.0
Mercurial,application,0,0,1685,0,0.0,1685.0
astroml,library,0,0,1684,0,0.0,1684.0
Algol,pl,31,17,1635,0,0.0,1683.0
Mercury,pl,0,16,939,0,715.0,1670.0
Dogescript,pl,0,0,1629,0,35.0,1664.0
Mojo,pl,0,0,1663,0,0.0,1663.0
kona,pl,0,0,1659,0,0.0,1659.0
Lux,pl,0,0,1655,0,0.0,1655.0
Whitespace,esolang,1,0,1650,0,0.0,1651.0
Hedy,pl,0,0,1645,0,0.0,1645.0
Qualcomm Hexagon,assembly,0,0,1626,10,0.0,1636.0
Wolfram Language,pl,2,0,1626,0,0.0,1628.0
UnrealScript,pl,7,0,285,0,1335.0,1627.0
lobster,pl,0,0,1626,0,0.0,1626.0
Superjson,dataNotation,0,0,1623,0,0.0,1623.0
clash,pl,0,0,1621,0,0.0,1621.0
Sage,pl,2,2,1116,0,499.0,1619.0
Rescript,pl,0,0,1,0,1604.0,1605.0
Gerber Image,application,0,0,1600,0,0.0,1600.0
Punycode,characterEncoding,0,0,1585,0,0.0,1585.0
Latte,template,3,0,1309,0,270.0,1582.0
S-expressions,dataNotation,0,0,1575,0,0.0,1575.0
Ante,pl,0,1,1569,0,0.0,1570.0
chrysaLisp,pl,0,0,1567,0,0.0,1567.0
JAI,pl,0,0,1562,0,0.0,1562.0
AutoCAD DXF,application,0,0,1555,0,0.0,1555.0
fetlang,esolang,0,0,1553,0,0.0,1553.0
CMake,application,4,0,1546,0,0.0,1550.0
Simulink,pl,19,13,1516,0,0.0,1548.0
fay,pl,0,0,1543,0,0.0,1543.0
Hierarchical Data Format,binaryDataFormat,0,0,1541,0,0.0,1541.0
Q,pl,1,2,765,0,768.0,1536.0
PL/I,pl,0,0,1535,0,0.0,1535.0
Farcaster,protocol,0,0,1534,0,0.0,1534.0
Java Bytecode,bytecode,0,0,1530,0,0.0,1530.0
CWL,pl,0,0,1065,0,464.0,1529.0
DataWeave,pl,0,0,200,0,1326.0,1526.0
Transact-SQL,queryLanguage,8,0,1515,0,0.0,1523.0
Berry,pl,0,0,1522,0,0.0,1522.0
Ć,pl,0,0,1522,0,0.0,1522.0
IA-32,isa,1,0,1515,0,0.0,1516.0
DNS over HTTPS,protocol,0,0,1515,0,0.0,1515.0
Angelscript,pl,0,0,366,0,1140.0,1506.0
Asterisk,application,0,0,1506,0,0.0,1506.0
MurmurHash,hashFunction,0,0,1505,0,0.0,1505.0
SWI Prolog,pl,0,0,1504,0,0.0,1504.0
Praat Script,pl,0,0,1502,0,0.0,1502.0
Rascal,grammarLanguage,0,0,775,0,722.0,1497.0
Ceylon,pl,0,0,1161,0,336.0,1497.0
zenscript,pl,0,0,107,0,1390.0,1497.0
Differential Datalog,pl,0,0,1496,0,0.0,1496.0
Spyder,editor,0,0,1490,0,0.0,1490.0
EBNF,grammarLanguage,0,0,1490,0,0.0,1490.0
kasaya,application,0,0,1483,0,0.0,1483.0
dex,pl,0,0,1482,0,0.0,1482.0
MASM,pl,0,0,1480,0,0.0,1480.0
miniML_error,plzoo,0,0,1467,0,0.0,1467.0
DTrace,pl,2,0,926,0,534.0,1462.0
mun-lang,pl,0,0,1461,0,0.0,1461.0
Visual FoxPro,pl,0,0,1461,0,0.0,1461.0
lem-editor,editor,0,0,1459,0,0.0,1459.0
CSP,pl,7,21,1425,0,0.0,1453.0
harlan,pl,0,0,1452,0,0.0,1452.0
sile,textMarkup,0,0,1450,0,0.0,1450.0
AsciiMath,textMarkup,0,0,1447,0,0.0,1447.0
KML,xmlFormat,1,0,1440,0,0.0,1441.0
spider,pl,0,0,1440,0,0.0,1440.0
Objective-J,pl,0,0,376,0,1058.0,1434.0
Jsonnet,dataNotation,0,0,2,0,1430.0,1432.0
S,pl,3,0,1426,0,0.0,1429.0
Gosu,pl,1,0,726,0,701.0,1428.0
reflex-framework,framework,0,0,1424,0,0.0,1424.0
tea,packageManager,0,0,1423,0,0.0,1423.0
Microsoft BASIC,pl,0,0,1420,0,0.0,1420.0
Isabelle,pl,0,4,576,0,839.0,1419.0
Cryptol,pl,0,0,1419,0,0.0,1419.0
Meson,pl,0,0,535,0,880.0,1415.0
Typed Lua,pl,0,0,1415,0,0.0,1415.0
hobbes,pl,0,0,1415,0,0.0,1415.0
wisp,pl,0,1,1381,0,30.0,1412.0
Mirah,pl,1,0,1341,0,68.0,1410.0
Godot,library,0,0,1401,0,0.0,1401.0
circle-lang,pl,0,0,1391,0,0.0,1391.0
AspectJ,pl,17,37,661,0,671.0,1386.0
Diff,unixApplication,0,0,1385,0,0.0,1385.0
Zeek,pl,0,0,1,0,1383.0,1384.0
B,pl,0,3,1380,0,0.0,1383.0
cityhash-hash-function,hashFunction,0,0,1380,0,0.0,1380.0
Google Sheets,application,0,0,1380,0,0.0,1380.0
Bourne shell,pl,2,0,1370,0,0.0,1372.0
Smartsheet,application,0,0,1370,0,0.0,1370.0
Mu,pl,0,0,1367,0,0.0,1367.0
Google File System,filesystem,0,0,1350,0,0.0,1350.0
score,pl,0,0,1343,0,0.0,1343.0
Stan,pl,2,0,561,0,774.0,1337.0
FreeBASIC,pl,0,0,800,0,535.0,1335.0
Z shell,pl,0,0,1326,0,0.0,1326.0
XSD,dataValidationLanguage,0,0,1320,0,0.0,1320.0
HFS Plus,filesystem,0,0,1310,0,0.0,1310.0
IBM System z,computingMachine,0,0,1295,0,0.0,1295.0
AL,pl,0,0,1295,0,0.0,1295.0
FoxPRO,pl,53,0,1240,0,0.0,1293.0
dub-pm,packageManager,0,0,1289,0,0.0,1289.0
GAMS,pl,4,0,465,0,810.0,1279.0
atomspace,application,0,0,1279,0,0.0,1279.0
bee,pl,0,0,1275,0,0.0,1275.0
Object Linking and Embedding,protocol,0,0,1270,0,0.0,1270.0
NGS,pl,0,0,1270,0,0.0,1270.0
fo,pl,0,0,1268,0,0.0,1268.0
ALGOL 60,pl,5,0,1260,0,0.0,1265.0
Swagger,framework,0,0,1256,0,0.0,1256.0
TRS-80 Color Computer,computingMachine,0,0,1255,0,0.0,1255.0
Pyret,pl,0,0,1241,0,0.0,1241.0
Open Data Protcol,protocol,0,0,1241,0,0.0,1241.0
pyret,pl,0,0,1241,0,0.0,1241.0
P4,pl,0,0,666,0,574.0,1240.0
curv,pl,0,0,1239,0,0.0,1239.0
Hackett,pl,0,0,1237,0,0.0,1237.0
Confluence,textMarkup,1,0,1233,0,0.0,1234.0
TI MSP430,isa,7,0,1225,0,0.0,1232.0
Slash,pl,0,0,658,0,572.0,1230.0
GCC Machine Description,pl,0,0,200,0,1027.0,1227.0
NCAR Command Language,pl,0,0,572,0,654.0,1226.0
XBRL,xmlFormat,0,0,1225,0,0.0,1225.0
Turbo Pascal,compiler,0,0,1220,0,0.0,1220.0
UrWeb,pl,0,0,1131,0,83.0,1214.0
Lily,pl,1,0,1198,0,0.0,1199.0
DTD,grammarLanguage,2,0,1195,0,0.0,1197.0
SATySFi,textMarkup,0,0,1195,0,0.0,1195.0
GW-BASIC,pl,0,0,1190,0,0.0,1190.0
RPG,pl,39,3,1145,0,0.0,1187.0
Committee on Uniform Security Identification Procedures,schema,0,0,1185,0,0.0,1185.0
GDB,application,4,0,1181,0,0.0,1185.0
Fast Healthcare Interoperability Resources,standard,0,0,1180,0,0.0,1180.0
ObjectScript,pl,0,0,122,0,1054.0,1176.0
NuGet,packageManager,0,0,1171,0,0.0,1171.0
Gerbil Scheme,pl,0,0,1169,0,0.0,1169.0
Xojo,pl,0,0,596,0,570.0,1166.0
Carbon,pl,0,0,1163,0,0.0,1163.0
AsciiDots,esolang,0,0,1157,0,0.0,1157.0
JMP,application,0,0,1154,0,0.0,1154.0
Revolution,pl,0,0,1149,0,0.0,1149.0
Alloy,pl,0,13,376,0,759.0,1148.0
ferret,pl,0,0,1139,0,0.0,1139.0
MATHLAB,pl,0,0,1130,0,0.0,1130.0
Textile,textMarkup,0,0,1129,0,0.0,1129.0
Simula,pl,5,14,1110,0,0.0,1129.0
Pomsky,pl,0,0,1115,0,0.0,1115.0
Filebench WML,pl,0,0,547,0,566.0,1113.0
DRAKON,pl,0,0,1112,0,0.0,1112.0
Dale,pl,0,0,1111,0,0.0,1111.0
Ch,pl,0,0,536,0,571.0,1107.0
Eagle,application,0,0,1105,0,0.0,1105.0
kitten,pl,0,0,1103,0,0.0,1103.0
Linotte,pl,0,0,1100,0,0.0,1100.0
hamler,pl,0,0,1097,0,0.0,1097.0
MMX instruction set,isa,2,0,1095,0,0.0,1097.0
Turing,pl,34,12,525,0,524.0,1095.0
Boo,pl,0,0,861,0,232.0,1093.0
xodio,visual,0,0,1089,0,0.0,1089.0
CIL,pl,4,4,1080,0,0.0,1088.0
Megaparsec,library,0,0,1082,0,0.0,1082.0
kitlang,pl,0,0,1082,0,0.0,1082.0
Passerine,pl,0,0,1081,0,0.0,1081.0
Tap code,notation,0,0,1080,0,0.0,1080.0
Ghostscript,pl,0,0,1080,0,0.0,1080.0
BlitzBasic,pl,0,0,475,0,595.0,1070.0
Babylonian numerals,numeralSystem,0,0,1070,0,0.0,1070.0
Golo,pl,0,0,1018,0,46.0,1064.0
BCPL,pl,4,5,1050,0,0.0,1059.0
Glicol,musicalNotation,0,0,1059,0,0.0,1059.0
reStructuredText,textMarkup,0,0,1025,0,31.0,1056.0
roy,pl,1,0,1054,0,0.0,1055.0
Oz,pl,0,22,661,0,371.0,1054.0
DBase,application,6,0,1046,0,0.0,1052.0
hashlink,bytecode,0,0,1048,0,0.0,1048.0
Bison,grammarLanguage,2,1,846,0,196.0,1045.0
Caramel,pl,0,0,1044,0,0.0,1044.0
eC,pl,2,0,900,0,139.0,1041.0
Hyperscript,pl,0,0,1039,0,0.0,1039.0
DokuWiki,wikiMarkup,0,0,1036,0,0.0,1036.0
C3,pl,0,0,1035,0,0.0,1035.0
Brightscript,pl,0,0,200,0,832.0,1032.0
International Chemical Identifier,textDataFormat,0,0,1030,0,0.0,1030.0
Memex,computingMachine,0,0,1025,0,0.0,1025.0
Qalb,pl,0,0,1023,0,0.0,1023.0
vdscript,pl,0,0,1021,0,0.0,1021.0
firrtl,ir,0,0,1018,0,0.0,1018.0
TSV,dataNotation,0,0,1015,0,0.0,1015.0
Expect,pl,3,0,1011,0,0.0,1014.0
bloom,pl,0,0,1011,0,0.0,1011.0
APT Debian,packageManager,0,0,1010,0,0.0,1010.0
djangoql,pl,0,0,1007,0,0.0,1007.0
Lasso,pl,0,4,396,142,464.0,1006.0
mochi,pl,0,0,1006,0,0.0,1006.0
koara,textMarkup,0,0,1005,0,0.0,1005.0
fe,pl,0,2,1002,0,0.0,1004.0
progsbase,pl,1,0,1001,0,0.0,1002.0
Slope,pl,0,0,1001,0,0.0,1001.0
Oxyl,pl,0,0,1001,0,0.0,1001.0
Punched tape,notation,0,0,1000,0,0.0,1000.0
PCRE,queryLanguage,0,0,1000,0,0.0,1000.0
ballerina-central-pm,packageManager,0,0,1000,0,0.0,1000.0
Neko,pl,0,0,995,0,0.0,995.0
HyperCard,pl,12,6,975,0,0.0,993.0
Easybuild,application,0,0,990,0,0.0,990.0
Observable,pl,1,0,983,0,0.0,984.0
COLLADA,application,0,0,980,0,0.0,980.0
SugarSS,textMarkup,0,0,977,0,0.0,977.0
JFlex,grammarLanguage,0,0,974,0,2.0,976.0
EML,textDataFormat,0,0,975,0,0.0,975.0
LINQ,queryLanguage,35,0,940,0,0.0,975.0
Ext3,filesystem,0,0,975,0,0.0,975.0
Multics,pl,0,1,970,0,0.0,971.0
Cg,pl,5,0,965,0,0.0,970.0
Modula-2,pl,1,0,655,0,306.0,962.0
Catala,pl,0,0,962,0,0.0,962.0
JScript,pl,5,0,956,0,0.0,961.0
TELOS,pl,0,0,960,0,0.0,960.0
PEG,grammarLanguage,0,0,955,0,0.0,955.0
Egison,pl,0,0,955,0,0.0,955.0
Apache Lucene,queryLanguage,0,0,955,0,0.0,955.0
OCL,pl,0,0,950,0,0.0,950.0
ooc,pl,0,0,710,0,227.0,937.0
VML,xmlFormat,0,0,935,0,0.0,935.0
ActivityPub,protocol,0,0,935,0,0.0,935.0
KiCad Legacy Layout,application,0,0,935,0,0.0,935.0
Bucardo,application,0,0,933,0,0.0,933.0
Mathcad,pl,7,0,926,0,0.0,933.0
Umple,pl,0,0,931,0,0.0,931.0
NewLisp,pl,0,0,453,0,476.0,929.0
noulith,pl,0,0,929,0,0.0,929.0
JSON Query Language,queryLanguage,0,0,924,0,0.0,924.0
BIND,application,0,0,920,0,0.0,920.0
Potion,pl,0,0,920,0,0.0,920.0
spiral,pl,0,0,920,0,0.0,920.0
Limbo,pl,3,1,386,0,529.0,919.0
Semantic Patch Language,grammarLanguage,0,0,896,0,15.0,911.0
SysML,pl,15,0,890,0,0.0,905.0
Asm.js,ir,0,0,901,0,0.0,901.0
Reia,pl,0,0,899,0,0.0,899.0
Jython,pl,10,2,885,0,0.0,897.0
noisecraft,pl,0,0,894,0,0.0,894.0
raptorjit,pl,0,0,892,0,0.0,892.0
Marp,textMarkup,0,0,888,0,0.0,888.0
Microdata HTML,schema,0,0,880,0,0.0,880.0
RenderScript,pl,2,0,181,0,696.0,879.0
VRML,pl,5,0,870,0,0.0,875.0
eff,pl,0,0,870,0,0.0,870.0
EXPRESS,dataNotation,0,0,860,0,0.0,860.0
Datalog,pl,3,36,820,0,0.0,859.0
Yum,packageManager,0,0,855,0,0.0,855.0
SAM file format,textDataFormat,0,0,855,0,0.0,855.0
XML Metadata Interchange,xmlFormat,0,0,851,0,0.0,851.0
EmberScript,pl,0,0,644,0,206.0,850.0
Djot,textMarkup,0,0,850,0,0.0,850.0
Linden Scripting Language,pl,0,0,200,0,638.0,838.0
humanhash-hash-function,hashFunction,0,0,834,0,0.0,834.0
Oberon,pl,0,21,810,0,0.0,831.0
jayfor,pl,0,0,831,0,0.0,831.0
Ark,pl,0,0,831,0,0.0,831.0
Bioconductor,packageManager,0,0,831,0,0.0,831.0
muon,pl,0,0,828,0,0.0,828.0
Altair BASIC,pl,0,0,825,0,0.0,825.0
RDF Schema,grammarLanguage,0,0,825,0,0.0,825.0
Commodore BASIC,pl,0,0,820,0,0.0,820.0
Pact,contractLanguage,3,0,817,0,0.0,820.0
Felix,pl,0,0,819,0,0.0,819.0
XS,pl,0,0,285,0,532.0,817.0
neut,pl,0,0,816,0,0.0,816.0
Vale,pl,0,0,805,0,0.0,805.0
JCL,pl,7,0,795,0,0.0,802.0
tsquery,queryLanguage,0,0,801,0,0.0,801.0
NixOS,os,0,0,800,0,0.0,800.0
MACRO,pl,0,0,800,0,0.0,800.0
oden,pl,0,0,800,0,0.0,800.0
sixten,pl,0,0,800,0,0.0,800.0
ATS,pl,1,1,576,0,217.0,795.0
Wyvern,pl,0,0,794,0,0.0,794.0
Varnish Configuration Language,application,0,0,200,0,594.0,794.0
Schema.org,dataValidationLanguage,0,0,791,0,0.0,791.0
J#,pl,0,0,791,0,0.0,791.0
05AB1E,esolang,0,0,790,0,0.0,790.0
SMT,pl,0,7,201,0,582.0,790.0
Plankalkul,pl,0,0,790,0,0.0,790.0
JavaCC,grammarLanguage,0,0,784,5,0.0,789.0
Dylan,pl,1,1,636,0,150.0,788.0
TiddlyWiki,wikiMarkup,0,0,785,0,0.0,785.0
OpenEdge ABL,pl,0,0,710,0,72.0,782.0
Jank,pl,0,0,781,0,0.0,781.0
RELAX NG,grammarLanguage,0,0,781,0,0.0,781.0
MXF,binaryDataFormat,0,0,780,0,0.0,780.0
Modula-3,pl,0,0,641,0,137.0,778.0
Atmel AVR,pl,0,0,775,0,0.0,775.0
JSLT,pl,0,0,772,0,0.0,772.0
Clarion,pl,2,0,546,0,223.0,771.0
attoparsec,library,0,0,770,0,0.0,770.0
Berkeley DB,library,0,0,770,0,0.0,770.0
Q#,pl,0,0,1,0,768.0,769.0
visdown,textMarkup,0,0,767,0,0.0,767.0
Airtable,application,0,0,766,0,0.0,766.0
Deb file format,binaryDataFormat,0,0,765,0,0.0,765.0
Object Pascal,pl,0,0,765,0,0.0,765.0
Rexx,pl,19,4,435,40,263.0,761.0
E,pl,0,0,406,0,354.0,760.0
Tiny BASIC,pl,0,0,760,0,0.0,760.0
pie-lang,pl,0,0,758,0,0.0,758.0
Umka,pl,0,0,758,0,0.0,758.0
lispyscript,pl,0,0,756,0,0.0,756.0
Numbers,application,0,0,755,0,0.0,755.0
C2,pl,0,0,755,0,0.0,755.0
multicodec,standard,0,0,749,0,0.0,749.0
SSI,template,0,0,740,0,0.0,740.0
Google Apps Script,pl,0,0,735,0,0.0,735.0
X PixMap,application,0,0,560,0,170.0,730.0
BQN,pl,0,0,727,0,0.0,727.0
Ext2,filesystem,1,0,725,0,0.0,726.0
INTERCAL,esolang,0,0,720,0,0.0,720.0
XC,pl,0,0,375,0,342.0,717.0
CHIP-8,pl,0,0,715,0,0.0,715.0
BlitzMax,pl,6,0,489,0,219.0,714.0
PIC microcontroller,pl,0,0,710,0,0.0,710.0
HiveQL,queryLanguage,0,0,201,0,502.0,703.0
Clean,pl,9,5,481,0,206.0,701.0
Microsoft Macro Assembler,assembly,0,0,701,0,0.0,701.0
Query by Example,pl,0,0,700,0,0.0,700.0
Fantom,pl,0,0,521,0,176.0,697.0
Maxima,pl,2,4,691,0,0.0,697.0
Vvvv,application,0,0,696,0,0.0,696.0
Structured text,pl,0,0,695,0,0.0,695.0
AsciiDoc,textMarkup,0,0,666,0,21.0,687.0
BLAKE,hashFunction,0,0,685,0,0.0,685.0
partiql,queryLanguage,0,0,684,0,0.0,684.0
CartoCSS,pl,0,0,200,0,477.0,677.0
ERB,template,0,0,400,0,276.0,676.0
Arc,pl,0,8,431,0,236.0,675.0
Org,textMarkup,0,0,656,0,18.0,674.0
LyX,editor,0,0,671,0,0.0,671.0
Free Pascal,pl,0,0,655,0,0.0,655.0
Geography Markup Language,xmlFormat,0,0,655,0,0.0,655.0
VCF,textDataFormat,0,0,655,0,0.0,655.0
Nit,pl,0,0,625,0,29.0,654.0
Coco,pl,0,0,650,0,0.0,650.0
